target_pref_name,canonical_smiles,molecule_chembl_id,standard_value,standard_type,target_organism,Kd_M,pKd,molecule,Morgan_Fingerprint,MACCS_Fingerprint,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,MolMR,BalabanJ,BertzCT,RingCount,HallKierAlpha,FractionCSP3,MolVolume3D,degree_centrality,closeness_centrality,betweenness_centrality,clustering_coefficient,graph_density
STE20-related kinase adapter protein alpha,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6880>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B489F50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BE7A0>,499.6190000000003,4.509800000000003,2.0,8.0,87.55,10.0,150.87239999999974,1.7065918885507303,1427.5756477173193,4.0,-4.37,0.25,499.269573296001,0.06006006006006,0.1521521633567187,0.1669240669240669,0.0,0.06006006006006
STE20-related kinase adapter protein alpha,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C68F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48A1F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BE810>,562.7150000000001,5.034500000000005,1.0,8.0,92.29,10.0,161.50369999999964,1.1756220206145414,1287.7577506818031,5.0,-3.79,0.5161290322580645,562.3267538240012,0.0548780487804878,0.1202036887458572,0.1991869918699186,0.0,0.0548780487804878
STE20-related kinase adapter protein alpha,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,CHEMBL494089,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AAB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BE880>,425.4930000000002,1.5841999999999998,3.0,10.0,137.14,5.0,115.17090000000005,1.825144610166059,1127.7263533639623,4.0,-3.16,0.5238095238095238,425.2175377240008,0.0731182795698925,0.1849419477655894,0.1616611049314052,0.0,0.0731182795698924
STE20-related kinase adapter protein alpha,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,CHEMBL598797,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C69D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AB20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BE8F0>,434.4960000000003,4.198000000000002,3.0,7.0,105.6,11.0,122.25890000000008,1.6889884625568774,1110.839788510608,3.0,-3.83,0.2916666666666667,434.1954053120007,0.0685483870967741,0.1492240268918259,0.202016129032258,0.0,0.0685483870967741
STE20-related kinase adapter protein alpha,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,CHEMBL571546,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6A40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AB90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BE960>,431.5360000000001,3.318500000000001,1.0,5.0,63.69,9.0,124.41970000000003,1.232845421533451,969.4636461543532,4.0,-3.22,0.3076923076923077,431.22089178800087,0.0705645161290322,0.1304192229703314,0.2346774193548387,0.0,0.0705645161290322
STE20-related kinase adapter protein alpha,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,CHEMBL3545085,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6AB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AC00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BE9D0>,437.55200000000025,3.296000000000001,3.0,9.0,111.03,8.0,123.50610000000006,1.3462403511427412,1047.3612188324355,5.0,-3.140000000000001,0.5454545454545454,437.2651566120009,0.0725806451612903,0.1619937993039323,0.1821236559139785,0.0729166666666666,0.0725806451612903
STE20-related kinase adapter protein alpha,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,CHEMBL3039525,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6B20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AC70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEA40>,633.6999999999999,4.753200000000003,3.0,7.0,119.14,8.0,168.72109999999964,1.0046451899251982,1585.069879926732,6.0,-4.619999999999999,0.3939393939393939,633.287509104001,0.0492753623188405,0.1061753144439061,0.200592885375494,0.0471014492753623,0.0492753623188405
STE20-related kinase adapter protein alpha,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,CHEMBL3545157,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6B90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48ACE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEAB0>,334.40000000000003,3.2622000000000018,0.0,5.0,44.0,3.0,97.226,1.8710872683193585,1118.0282256884725,4.0,-2.919999999999999,0.0526315789473684,334.0775986880004,0.0978260869565217,0.2174761030848473,0.1719367588932806,0.0,0.0978260869565217
STE20-related kinase adapter protein alpha,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,CHEMBL1952329,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6C00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AD50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEB20>,405.4240000000001,4.048600000000003,1.0,6.0,54.69,5.0,103.81670000000004,1.5354257015748285,979.6522770508824,4.0,-2.809999999999999,0.4,405.1776449840007,0.0788177339901478,0.1696739169516663,0.191023535851122,0.0,0.0788177339901477
STE20-related kinase adapter protein alpha,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,CHEMBL405130,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6C70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48ADC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEB90>,297.3140000000001,3.0962000000000014,2.0,6.0,76.50000000000001,4.0,84.03150000000004,2.0700422172956263,803.5902467095734,3.0,-3.02,0.125,297.1113413400004,0.1038961038961038,0.2251847028053837,0.1813852813852814,0.0,0.1038961038961039
STE20-related kinase adapter protein alpha,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,CHEMBL2035187,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6CE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AE30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEC00>,472.58900000000017,4.466800000000004,1.0,7.0,67.68,4.0,139.20469999999997,1.3617267995407014,1132.7723606005943,5.0,-3.26,0.3571428571428571,472.24744088400087,0.0655462184873949,0.1544470056522592,0.1720397249809014,0.0,0.0655462184873949
STE20-related kinase adapter protein alpha,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,CHEMBL217092,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6D50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AEA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEC70>,542.0360000000002,3.9395000000000016,1.0,10.0,90.44,8.0,144.29669999999984,1.2928846283235809,1280.4382791500211,6.0,-3.05,0.4814814814814814,541.2091968040008,0.0611664295874822,0.1519138611676915,0.164058795637743,0.0,0.0611664295874822
STE20-related kinase adapter protein alpha,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6DC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AF10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BECE0>,618.8270000000002,4.2672000000000025,2.0,9.0,106.17,10.0,177.65989999999948,1.0569119015020574,1365.206934127352,6.0,-3.4400000000000004,0.6470588235294118,618.4005874600014,0.0505050505050505,0.1145067697896725,0.1885130373502467,0.0518518518518518,0.0505050505050505
STE20-related kinase adapter protein alpha,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,CHEMBL2323775,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6E30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AF80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BED50>,471.5420000000002,3.1633000000000013,1.0,7.0,106.84,6.0,131.42149999999995,1.5136054959392975,1682.46313293862,5.0,-3.949999999999999,0.12,471.1365105320006,0.0677361853832442,0.1569946370829631,0.1767491087344028,0.0,0.0677361853832442
STE20-related kinase adapter protein alpha,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,CHEMBL91829,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6EA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48AFF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEDC0>,468.5570000000002,3.513700000000002,1.0,6.0,68.5,2.0,136.7506999999999,1.6218321693193114,1507.2156221544203,6.0,-3.679999999999999,0.2857142857142857,468.2161407560008,0.0672268907563025,0.1926756739431204,0.1310924369747899,0.0,0.0672268907563025
STE20-related kinase adapter protein alpha,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6F10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEE30>,521.6660000000004,3.5568000000000017,2.0,8.0,102.93,7.0,148.5178999999998,1.3751490134613775,1175.0323748374883,5.0,-3.4000000000000004,0.5714285714285714,521.3114381080011,0.0597439544807965,0.1451964980620491,0.1713687371582108,0.0,0.0597439544807965
STE20-related kinase adapter protein alpha,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,CHEMBL587723,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6F80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B0D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEEA0>,440.59500000000014,4.935500000000003,2.0,5.0,60.08,7.0,135.19539999999995,1.3034327850199747,1176.453515058019,5.0,-3.22,0.3333333333333333,440.268845024001,0.0700757575757575,0.1465305918438751,0.198252688172043,0.0,0.0700757575757575
STE20-related kinase adapter protein alpha,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CHEMBL255863,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C6FF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEF10>,529.5260000000001,6.355840000000005,2.0,7.0,97.62,6.0,140.98089999999985,1.406068511739026,1649.0608196010155,5.0,-5.0600000000000005,0.1071428571428571,529.1837929840007,0.0580296896086369,0.1390964805077328,0.1744902797534376,0.0,0.0580296896086369
STE20-related kinase adapter protein alpha,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL1908394,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C7060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B1B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEF80>,543.6150000000004,5.092100000000005,1.0,7.0,76.62,7.0,140.72589999999994,1.4449894016659195,1456.6915659780702,5.0,-3.409999999999999,0.3333333333333333,543.1915807960008,0.0597439544807966,0.1470284717149342,0.1691164849059585,0.0,0.0597439544807965
STE20-related kinase adapter protein alpha,O=c1[nH]ccc2cc(OC3CCNCC3)ccc12,CHEMBL1667969,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C70D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BEFF0>,244.29399999999995,1.6588999999999998,2.0,3.0,54.120000000000005,2.0,71.08840000000004,1.863522503577196,600.0106352926975,3.0,-1.81,0.3571428571428571,244.121177752,0.130718954248366,0.2500891617394778,0.1964869281045751,0.0,0.130718954248366
STE20-related kinase adapter protein alpha,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,CHEMBL3182621,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C7140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BF060>,461.2310000000001,1.83472,3.0,6.0,92.59,6.0,99.32370000000004,2.45402119941552,854.0039641187758,2.0,-1.9799999999999995,0.25,461.0247822440005,0.0866666666666666,0.2088805320414203,0.1747826086956521,0.0,0.0866666666666666
STE20-related kinase adapter protein alpha,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,CHEMBL2041933,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C71B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BF140>,362.4300000000001,2.5266,4.0,4.0,96.25,4.0,96.27700000000004,1.873791488572602,786.7050780593262,3.0,-2.45,0.2941176470588235,362.12127506800056,0.09,0.2035771056544168,0.179855072463768,0.0,0.09
STE20-related kinase adapter protein alpha,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,CHEMBL3402762,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C7220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BF1B0>,492.58300000000025,4.007880000000003,0.0,8.0,96.93,7.0,140.93399999999986,1.279377332035606,1466.969733560741,5.0,-4.349999999999999,0.2758620689655172,492.2273741360008,0.0615615615615615,0.1310985170586888,0.1991419991419991,0.0,0.0615615615615615
STE20-related kinase adapter protein alpha,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C7290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B3E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BF220>,507.57000000000016,3.499900000000001,4.0,8.0,128.29000000000002,13.0,139.45389999999995,1.3361174418479216,1330.531614113566,4.0,-4.09,0.3076923076923077,507.23941604000095,0.06006006006006,0.1240277293996996,0.2134277134277134,0.0,0.06006006006006
STE20-related kinase adapter protein alpha,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,CHEMBL2138625,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x00000213792C7300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137B48B450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F7BF290>,507.0130000000004,4.667900000000004,2.0,6.0,73.38999999999999,5.0,143.08439999999985,1.7303896227649145,1371.9170079762537,4.0,-3.51,0.2962962962962963,506.19971541600086,0.0619047619047618,0.1546826162381253,0.1695144724556489,0.0,0.0619047619047619
